"multilabel_id","query","filters","gold_answers","context","gold_contexts","gold_id_match","context_match","answer_match","gold_id_or_answer_match","gold_id_and_answer_match","gold_id_or_context_match","gold_id_and_context_match","gold_id_and_context_and_answer_match","context_and_answer_match","rank","document_id","gold_document_ids","gold_documents_id_match","gold_contexts_similarity","gold_answers_match","type","node","eval_mode","index"
"ddc1562602f2d6d895b91e53f83e4c16","who is written in the book of life","b'null'","['every person who is destined for Heaven or the World to Come', 'all people considered righteous before God']","","['Book of Life - wikipedia Book of Life Jump to: navigation, search This article is about the book mentioned in Christian and Jewish religious teachings. For other uses, see The Book of Life. In Christianity and Judaism, the Book of Life (Hebrew: ספר החיים, transliterated Sefer HaChaim; Greek: βιβλίον τῆς ζωῆς Biblíon tēs Zōēs) is the book in which God records the names of every person who is destined for Heaven or the World to Come. According to the Talmud it is open on Rosh Hashanah, as is its analog for the wicked, the Book of the Dead. For this reason extra mention is made for the Book of Life during Amidah recitations during the Days of Awe, the ten days between Rosh Hashanah, the Jewish new year, and Yom Kippur, the day of atonement (the two High Holidays, particularly in the prayer Unetaneh Tokef). Contents (hide) 1 In the Hebrew Bible 2 Book of Jubilees 3 References in the New Testament 4 The eschatological or annual roll-call 5 Fundraising 6 See also 7 Notes 8 References In the Hebrew Bible(edit) In the Hebrew Bible the Book of Life - the book or muster-roll of God - records forever all people considered righteous before God', 'Book of Life - wikipedia Book of Life Jump to: navigation, search This article is about the book mentioned in Christian and Jewish religious teachings. For other uses, see The Book of Life. In Christianity and Judaism, the Book of Life (Hebrew: ספר החיים, transliterated Sefer HaChaim; Greek: βιβλίον τῆς ζωῆς Biblíon tēs Zōēs) is the book in which God records the names of every person who is destined for Heaven or the World to Come. According to the Talmud it is open on Rosh Hashanah, as is its analog for the wicked, the Book of the Dead. For this reason extra mention is made for the Book of Life during Amidah recitations during the Days of Awe, the ten days between Rosh Hashanah, the Jewish new year, and Yom Kippur, the day of atonement (the two High Holidays, particularly in the prayer Unetaneh Tokef). Contents (hide) 1 In the Hebrew Bible 2 Book of Jubilees 3 References in the New Testament 4 The eschatological or annual roll-call 5 Fundraising 6 See also 7 Notes 8 References In the Hebrew Bible(edit) In the Hebrew Bible the Book of Life - the book or muster-roll of God - records forever all people considered righteous before God']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['de2fd2f109e11213af1ea189fd1488a3-0', 'de2fd2f109e11213af1ea189fd1488a3-0']","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","document","Retriever","integrated",0
"4ee6cf26bb5f64d04b9b9bf6606d4ff9","who was the girl in the video brenda got a baby","b'null'","[""Ethel ``Edy'' Proctor""]","","[""video(edit) The video of the song is in black-and-white. It was made to visualize what Shakur narrates. The first part shows Shakur and ``Brenda'' and then the actual story starts. Ethel ``Edy'' Proctor portrays Brenda. The video begins with ``based on a true story,'' although the characters themselves are fictitious, Shakur wrote the song after reading a story in the newspaper of a 12-year-old girl getting pregnant by her cousin and trying to dispose of the baby in a trash can. Parts of the video were included in Tupac: Resurrection, a 2003 documentary on 2Pac's life, in a television show later in the music video of Ghetto Gospel, in the music video of Changes and appears as a bonus in its entirety on the film's DVD. Part of the video and song was played in 2Pac's biopic film, ``All Eyez On Me,'' released June 16th 2017. The video was directed by the Hughes Brothers. Charts(edit) Chart (1991) Peak position US Rap Singles (Billboard) US R&B/Hip-Hop Songs (Billboard) 23 References(edit) Jump up ^ Hedges, Chris (March 29, 1991). ``A Child-Mother in the Jaws of New York''. NYTimes.com. Retrieved July 23, 2016. ^ Jump up to: ``2Pac -- Awards''. AllMusic. Rovi Corporation.""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['a38e3ec379fea7e5e4ad9a620be112c5-3']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
"f4694984c31f2fd3dfc5ec5f43dbb575","what was the actual year that the movie regarding the titans took place","b'null'","['1971']","","[""Remember the Titans - Wikipedia Remember the Titans Jump to: navigation, search Remember the Titans Theatrical release poster Directed by Boaz Yakin Produced by Jerry Bruckheimer Chad Oman Written by Gregory Allen Howard Starring Denzel Washington Will Patton Donald Faison Nicole Ari Parker Music by Trevor Rabin Cinematography Philippe Rousselot Edited by Michael Tronick Production company Walt Disney Pictures Jerry Bruckheimer Films Technical Black Films Distributed by Buena Vista Pictures Release date September 29, 2000 (2000-09-29) Running time 113 minutes Country United States Language English Budget $30 million Box office $136.7 million Remember the Titans is a 2000 American sports film produced by Jerry Bruckheimer and directed by Boaz Yakin. The screenplay, written by Gregory Allen Howard, is based on the true story of African-American coach Herman Boone, portrayed by Denzel Washington, and his attempt to integrate the T.C. Williams High School football team in Alexandria, Virginia, in 1971. Will Patton portrays Bill Yoast, Boone's assistant coach. Real-life athletes Gerry Bertier and Julius Campbell are portrayed by Ryan Hurst and Wood Harris, respectively. The film was co-produced by Walt Disney Pictures and Jerry Bruckheimer Films and released by Buena Vista Pictures. On September 29, 2000, the film's soundtrack was released""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['f17b61c077165fd11382dc18ddeea866-0']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
"5515141dff07490355801478fdbc5558","where did remember the titans camp take place","b'null'","['Gettysburg College']","","[""offered an assistant coach's job by the school board and initially refuses, but reconsiders after the white players pledge to boycott the team if he does not participate. Dismayed at the prospect of the students losing their chances at scholarships, Yoast changes his mind and takes up the position of defensive coordinator under Boone. The black students have a meeting in the gymnasium in auditioning to play for the team until Boone arrives, but the meeting turns into a fiasco when Yoast and white students interrupt. On August 15, 1971, the players gather and journey to Gettysburg College, where their training camp takes place. As their days of training camp progress, black and white football team members frequently clash in racially motivated conflicts, including some between captains Gerry Bertier and Julius Campbell. But after forceful coaching and rigorous athletic training by Boone, which includes an early morning run to the Gettysburg cemetery, and a motivational speech, the team achieves racial harmony and success. After returning from football camp, Boone is told by a member of the school board that if he loses even a single game, he will be dismissed. Subsequently, the Titans go through the season undefeated while battling""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['c5d5a608fd0e4995bed6e70562983d30-2']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
"b0a364e1e243bbba823dad3bc7327fef","what was the final episode of quantum leap","b'null'","[""``Mirror Image''""]","","[""him uttering ``Oh, boy!'' on discovering his situation), and then working with Al and Ziggy to figure out his new identity and whom he needs to help to ``set right what once went wrong'' and trigger the next leap. An episode typically ends as a cliffhanger showing the first few moments of Sam's next leap (along with him again uttering ``Oh, boy!'' on discovering his situation), which is repeated in the following episode's cold open. Though initially Sam's leaping is believed by Al and the others on the Quantum Leap team to be random, the characters come to believe in later seasons that someone or something is controlling Sam's leaping, and this is a central focus of the show's finale episode, ``Mirror Image''. When Sam leaps, his body is physically present in the past, although he appears to others as the person into whom he leaped. In one case, after leaping into a Vietnam veteran who has lost both legs, Sam is still able to walk normally, but appears to others as if he is floating. Sam's body and mind may become jumbled with those into whom he has leaped. In one situation, he leaps into a woman near the""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['b0a6ce80bb7e104e08658eda722eef8f-4']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
"c71ab587e605f629dcab9c07529e2af6","where does junior want to go to find hope","b'null'","['off the rez']","","[""Junior through difficult times dealing with playing against his home reservation. Themes and symbolism(edit) Hope and dreams(edit) Throughout the novel, Junior shares his dreams with the readers. In the first chapter, he dreams of becoming a cartoon artist in order to get rich and escape the cycles of poverty and abuse on the reservation. The idea that hope exists off the rez is echoed in later chapters, where Junior finds himself caught between home on the reservation and pursuing his dreams in the outside world. Junior asks his parents, ``Who has the most hope?'' to which they answer ``White people''. The rez is characterized by lack of opportunity and poor education, the solution to which appears to lie in the Western world. Hence, the novel explores the theme of hope and dreams through Junior's struggles to find a path to break free of his seemingly doomed fate on the reservation. Bullying(edit) Junior admits to being a target of bullying due to his appearance and medical history (lisp, seizures, water on the brain). He reveals this information in a way that is both comical as well as sympathetic; he invites readers to share and relate to his experience being bullied. After""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['805c40824e6500a14134a9d8cba7485a-12']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
"e7c0a40c60d50dc04ed540f139e4eba0","what is the form of mozart symphony no 40","b'null'","['G minor', 'minor key symphonies']","","[""Symphony No. 40 (Mozart) - wikipedia Symphony No. 40 (Mozart) Jump to: navigation, search Symphony No. 40 in G minor, KV. 550 was written by Wolfgang Amadeus Mozart in 1788. It is sometimes referred to as the ``Great G minor symphony'', to distinguish it from the ``Little G minor symphony'', No. 25. The two are the only extant minor key symphonies Mozart wrote. Contents (hide) 1 Composition 2 Premiere 3 The music 4 Reception 5 Influence 6 First recording 7 Media 8 Notes 9 References 10 External links Composition(edit) The date of completion of this symphony is known exactly, since Mozart in his mature years kept a full catalog of his completed works; he entered the 40th Symphony into it on 25 July 1788. Work on the symphony occupied an exceptionally productive period of just a few weeks during which time he also completed the 39th and 41st symphonies (26 June and 10 August, respectively). Nikolaus Harnoncourt conjectured that Mozart composed the three symphonies as a unified work, pointing, among other things, to the fact that the Symphony No. 40, as the middle work, has no introduction (unlike No. 39) and does not have a finale of the scale of"", ""Symphony No. 40 (Mozart) - wikipedia Symphony No. 40 (Mozart) Jump to: navigation, search Symphony No. 40 in G minor, KV. 550 was written by Wolfgang Amadeus Mozart in 1788. It is sometimes referred to as the ``Great G minor symphony'', to distinguish it from the ``Little G minor symphony'', No. 25. The two are the only extant minor key symphonies Mozart wrote. Contents (hide) 1 Composition 2 Premiere 3 The music 4 Reception 5 Influence 6 First recording 7 Media 8 Notes 9 References 10 External links Composition(edit) The date of completion of this symphony is known exactly, since Mozart in his mature years kept a full catalog of his completed works; he entered the 40th Symphony into it on 25 July 1788. Work on the symphony occupied an exceptionally productive period of just a few weeks during which time he also completed the 39th and 41st symphonies (26 June and 10 August, respectively). Nikolaus Harnoncourt conjectured that Mozart composed the three symphonies as a unified work, pointing, among other things, to the fact that the Symphony No. 40, as the middle work, has no introduction (unlike No. 39) and does not have a finale of the scale of""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['f4bb0567d88d683037161094f03b5381-0', 'f4bb0567d88d683037161094f03b5381-0']","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","document","Retriever","integrated",0
"4375c77b22ede012cd1e8605593b6887","how much did disneyland paris cost to build","b'null'","['a construction budget of US$2.3 billion']","","[""information centre named ``Espace Euro Disney'' was opened to show the public what was being constructed. Plans for a theme park next to Euro Disneyland based on the entertainment industry, Disney-MGM Studios Europe, quickly went into development, scheduled to open in 1996 with a construction budget of US$2.3 billion. The construction manager was Bovis. Design and construction(edit) In order to provide lodging to patrons, it was decided that 5,200 Disney-owned hotel rooms would be built within the complex. In March 1988, Disney and a council of architects (Frank Gehry, Michael Graves, Robert A.M. Stern, Stanley Tigerman and Robert Venturi) decided on an exclusively American theme in which each hotel would depict a region of the United States. At the time of the opening in April 1992, seven hotels collectively housing 5,800 rooms had been built. An entertainment, shopping and dining complex based on Walt Disney World's Downtown Disney was designed by Frank Gehry. With its towers of oxidised silver and bronze-coloured stainless steel under a canopy of lights, it opened as Festival Disney. For a projected daily attendance of 55,000, Euro Disney planned to serve an estimated 14,000 people per hour inside the Euro Disneyland park. In order to accomplish""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['63a4a3b8dfb3a603b54762467058268a-4']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
"36dea92a74f53c98913074b8c01446a1","when did end of the road come out","b'null'","['1992']","","[""End of the Road - wikipedia End of the Road Jump to: navigation, search For other uses, see End of the Road (disambiguation). ``End of the Road'' U.S. commercial cassette single Single by Boyz II Men from the album Boomerang (soundtrack) and Cooleyhighharmony (Reissue) B-side ``Remix'' Released June 30, 1992 (1992-06-30) Format CD maxi CD 7'' Recorded 1991, Philadelphia Genre R&B Length 5:48 (album version) 4:13 (single version) Label LaFace Arista Motown Songwriter(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons Producer(s) Kenneth ``Babyface'' Edmonds Antonio ``L.A.'' Reid Daryl Simmons (co.) Boyz II Men singles chronology ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) ``Please Don't Go'' (1992) ``End of the Road'' (1992) ``In the Still of the Nite (I Remember)'' (1992) Music video ``End of the Road'' on YouTube ``End of the Road'' ``End of the Road'' from Cooleyhighharmony (1993 re-release) ``Al Final Del Camino'' Spanish language version from the same album Problems playing these files? See media help. ``End of the Road'' is a single recorded by American R&B group Boyz II Men for the Boomerang soundtrack. It was released in 1992 and written and produced by Kenneth""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['3bd4628cc0525c096c4c9a5dcfd8278b-0']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
"1f05a0efe457c7599dd4a24aa518f95f","where were the soviet missiles located in cuba","b'null'","['San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba']","","[""928 pictures on a path selected by DIA analysts, capturing images of what turned out to be an SS-4 construction site at San Cristóbal, Pinar del Río Province (now in Artemisa Province), in western Cuba. President notified(edit) On October 15, the CIA's National Photographic Interpretation Center (NPIC) reviewed the U-2 photographs and identified objects that they interpreted as medium range ballistic missiles. This identification was made, in part, on the strength of reporting provided by Oleg Penkovsky, a double agent in the GRU working for CIA and MI6. Although he provided no direct reports of the Soviet missile deployments to Cuba, technical and doctrinal details of Soviet missile regiments that had been provided by Penkovsky in the months and years prior to the Crisis helped NPIC analysts correctly identify the missiles on U-2 imagery. That evening, the CIA notified the Department of State and at 8:30 pm EDT, Bundy chose to wait until the next morning to tell the President. McNamara was briefed at midnight. The next morning, Bundy met with Kennedy and showed him the U-2 photographs and briefed him on the CIA's analysis of the images. At 6:30 pm EDT, Kennedy convened a meeting of the nine members""]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"","['a937e171af0dd2f76c44fcde501a5882-17']","[0.0]","[0.0]","[0.0]","document","Retriever","integrated",0
